id,geo_id,vaccine_id,FirstDose,SecondDose,NumberDosesReceived,week_start
500,6,3,401298,325496,904410,2021-02-12
501,6,4,26899,13036,182400,2021-02-12
502,7,1,24112,0,47880,2021-02-12
503,7,3,59485,6033,65520,2021-02-12
504,7,4,969,1107,0,2021-02-12
505,9,1,7742,0,16800,2021-02-12
506,9,3,4219,3788,12870,2021-02-12
507,9,4,242,233,0,2021-02-12
508,10,1,41400,0,88800,2021-02-12
509,10,3,40760,74965,120510,2021-02-12
510,10,4,15761,0,0,2021-02-12
511,11,1,94911,0,396800,2021-02-12
512,11,3,282917,98058,483210,2021-02-12
513,11,4,23239,15759,NULL,2021-02-12
514,13,1,19926,2,45600,2021-02-12
515,13,3,52773,6148,60840,2021-02-12
516,13,4,4190,1,NULL,2021-02-12
517,13,6,0,0,NULL,2021-02-12
518,14,1,63368,0,547200,2021-02-12
519,14,3,195125,496559,684450,2021-02-12
520,14,4,24345,22568,0,2021-02-12
521,14,6,0,0,NULL,2021-02-12
522,15,1,13808,5,33600,2021-02-12
523,15,3,14054,3335,22230,2021-02-12
524,15,4,3575,846,NULL,2021-02-12
525,15,6,696,115,NULL,2021-02-12
526,16,1,23168,317,83500,2021-02-12
527,16,2,0,0,550000,2021-02-12
528,16,3,53058,85306,102960,2021-02-12
529,16,4,3498,375,0,2021-02-12
530,16,5,16164,35,0,2021-02-12
531,17,1,19931,3,40800,2021-02-12
532,17,3,19305,41128,53820,2021-02-12
533,17,4,1201,0,0,2021-02-12
534,18,1,1508,0,2400,2021-02-12
535,18,3,266,4437,3510,2021-02-12
536,18,4,1338,366,0,2021-02-12
537,19,1,93080,0,506400,2021-02-12
538,19,3,349831,26737,621270,2021-02-12
539,19,4,30777,12668,0,2021-02-12
540,20,1,7260,0,7260,2021-02-12
541,20,3,13148,11456,24604,2021-02-12
542,20,4,2453,1178,3631,2021-02-12
543,21,1,3391,0,4800,2021-02-12
544,21,3,2598,1715,5850,2021-02-12
545,21,4,11,366,0,2021-02-12
546,22,1,7410,0,16800,2021-02-12
547,22,3,18,295,0,2021-02-12
548,22,4,721,231,0,2021-02-12
549,23,1,1619,1,NULL,2021-02-12
550,23,3,5953,4463,NULL,2021-02-12
551,23,4,353,2,NULL,2021-02-12
552,24,1,56839,0,161040,2021-02-12
553,24,3,98840,63465,193050,2021-02-12
554,24,4,11802,0,0,2021-02-12
555,24,6,69,37,0,2021-02-12
556,25,6,55915,27777,100470,2021-02-12
557,26,1,106531,21,249600,2021-02-12
558,26,3,152074,284363,387270,2021-02-12
559,26,4,45526,48,0,2021-02-12
560,27,1,40996,5,86400,2021-02-12
561,27,3,49570,47606,104130,2021-02-12
562,27,4,9528,1638,0,2021-02-12
563,28,1,63368,0,163200,2021-02-12
564,28,3,35476,146980,135720,2021-02-12
565,28,4,19310,0,0,2021-02-12
566,29,1,27115,12,54600,2021-02-12
567,29,3,32715,77894,115830,2021-02-12
568,29,4,11292,4185,0,2021-02-12
569,30,1,4005,0,16800,2021-02-12
570,30,3,18730,1538,21060,2021-02-12
571,30,4,240,490,0,2021-02-12
572,31,1,16096,0,45600,2021-02-12
573,31,3,13290,32927,56160,2021-02-12
574,31,4,11487,0,0,2021-02-12
575,0,1,55518,4,0,2021-02-19
576,0,3,42652,16344,84240,2021-02-19
577,0,4,4312,3517,37200,2021-02-19
578,1,1,34049,0,88800,2021-02-19
579,1,3,54084,32658,120510,2021-02-19
580,1,4,473,1908,48000,2021-02-19
581,2,1,68678,5,52800,2021-02-19
582,2,3,10204,10176,25740,2021-02-19
583,2,4,3804,225,12000,2021-02-19
584,4,1,11992,0,14400,2021-02-19
585,4,3,4251,3454,11700,2021-02-19
586,4,4,4,205,3600,2021-02-19
587,5,1,15783,0,33900,2021-02-19
588,5,3,55372,29251,93600,2021-02-19
589,5,4,4023,1334,35900,2021-02-19
590,6,1,283391,0,0,2021-02-19
591,6,3,463200,336833,926640,2021-02-19
592,6,4,33025,9636,343200,2021-02-19
593,7,1,44474,0,0,2021-02-19
594,7,3,64356,8993,67860,2021-02-19
595,7,4,993,618,10800,2021-02-19
596,9,1,11940,0,0,2021-02-19
597,9,3,7329,7089,14040,2021-02-19
598,9,4,704,573,6000,2021-02-19
599,10,1,44299,0,0,2021-02-19
600,10,3,38496,84137,112320,2021-02-19
601,10,4,21525,0,44400,2021-02-19
602,11,1,242316,0,NULL,2021-02-19
603,11,3,443992,56247,496080,2021-02-19
604,11,4,10139,3511,195600,2021-02-19
605,13,1,31465,3,43200,2021-02-19
606,13,3,53581,8377,59670,2021-02-19
607,13,4,8285,2,22600,2021-02-19
608,13,6,0,0,NULL,2021-02-19
609,14,1,171956,0,0,2021-02-19
610,14,3,207568,393603,702000,2021-02-19
611,14,4,23119,18318,277200,2021-02-19
612,14,6,0,0,NULL,2021-02-19
613,15,1,37102,56,NULL,2021-02-19
614,15,3,16232,1740,23400,2021-02-19
615,15,4,1025,57,16800,2021-02-19
616,15,6,705,10,NULL,2021-02-19
617,16,1,41117,422,74400,2021-02-19
618,16,2,159956,1267,0,2021-02-19
619,16,3,54020,33996,104130,2021-02-19
620,16,4,1184,167,40800,2021-02-19
621,16,5,918,1,0,2021-02-19
622,17,1,33364,2,0,2021-02-19
623,17,3,39661,8380,0,2021-02-19
624,17,4,3957,1,20400,2021-02-19
625,18,1,2438,0,2400,2021-02-19
626,18,3,1428,2105,4650,2021-02-19
627,18,4,0,0,1200,2021-02-19
628,19,1,209871,0,463200,2021-02-19
629,19,3,467231,58863,631800,2021-02-19
630,19,4,32867,3892,70800,2021-02-19
631,20,1,15856,0,15856,2021-02-19
632,20,3,23846,5626,29472,2021-02-19
633,20,4,2921,5,2926,2021-02-19
634,21,1,964,0,0,2021-02-19
635,21,3,2554,2766,7020,2021-02-19
636,21,4,314,211,2400,2021-02-19
637,22,1,14870,0,0,2021-02-19
638,22,3,124,199,0,2021-02-19
639,22,4,1328,26,8400,2021-02-19
640,23,1,6082,4,NULL,2021-02-19
641,23,3,7336,6040,NULL,2021-02-19
642,23,4,122,3,NULL,2021-02-19
643,24,1,92337,0,148390,2021-02-19
644,24,3,98778,106842,200070,2021-02-19
645,24,4,17021,5517,72000,2021-02-19
646,24,6,118,25,0,2021-02-19
647,25,6,36970,61882,120900,2021-02-19
648,26,1,156849,18,0,2021-02-19
649,26,3,145488,249320,397800,2021-02-19
650,26,4,51407,4278,157200,2021-02-19
651,27,1,60275,8,0,2021-02-19
652,27,3,110062,18383,107640,2021-02-19
653,27,4,3505,317,42000,2021-02-19
654,28,1,68423,0,0,2021-02-19
655,28,3,43169,40190,201240,2021-02-19
656,28,4,210,0,79200,2021-02-19
657,29,1,36922,14,93600,2021-02-19
658,29,3,53811,48116,118170,2021-02-19
659,29,4,6827,2653,0,2021-02-19
660,30,1,7519,0,16800,2021-02-19
661,30,3,19648,935,22230,2021-02-19
662,30,4,304,1,8400,2021-02-19
663,31,1,20503,0,40800,2021-02-19
664,31,3,13260,37918,56160,2021-02-19
665,31,4,4195,159,22800,2021-02-19
666,0,1,51352,2,67200,2021-02-26
667,0,3,87735,12503,88920,2021-02-26
668,0,4,7414,1303,0,2021-02-26
669,1,1,63125,0,124800,2021-02-26
670,1,3,63120,21252,114660,2021-02-26
671,1,4,8923,9177,0,2021-02-26
672,2,1,46296,6,0,2021-02-26
673,2,3,13948,11592,21060,2021-02-26
674,2,4,3266,1079,0,2021-02-26
675,4,1,10544,0,9600,2021-02-26
676,4,3,3878,5861,8190,2021-02-26
677,4,4,350,0,0,2021-02-26
678,5,1,47741,0,38000,2021-02-26
679,5,3,97169,18690,113490,2021-02-26
680,5,4,12599,4068,8500,2021-02-26
681,6,1,503998,0,650400,2021-02-26
682,6,3,553049,359931,1012050,2021-02-26
683,6,4,46088,21393,0,2021-02-26
684,7,1,47556,0,43320,2021-02-26
685,7,3,55801,16544,80730,2021-02-26
686,7,4,6809,2678,8640,2021-02-26
687,9,1,17637,1,16800,2021-02-26
688,9,3,12914,9442,14040,2021-02-26
689,9,4,2344,450,0,2021-02-26
690,10,1,57981,0,84000,2021-02-26
691,10,3,74051,52462,119340,2021-02-26
692,10,4,19112,0,0,2021-02-26
693,11,1,290440,0,367200,2021-02-26
694,11,3,448077,107374,520650,2021-02-26
695,11,4,26712,19546,NULL,2021-02-26
696,13,1,39147,5,57600,2021-02-26
697,13,3,61195,3168,64350,2021-02-26
698,13,4,7279,67,200,2021-02-26
699,13,6,0,0,NULL,2021-02-26
700,14,1,462868,21,504000,2021-02-26
701,14,3,426923,306575,756990,2021-02-26
702,14,4,39051,22888,0,2021-02-26
703,14,6,0,0,NULL,2021-02-26
704,15,1,21235,50,31200,2021-02-26
705,15,3,17793,3307,23400,2021-02-26
706,15,4,7384,279,NULL,2021-02-26
707,15,6,403,7,NULL,2021-02-26
708,16,1,16542,61,105600,2021-02-26
709,16,2,201631,1900,0,2021-02-26
710,16,3,72239,34534,114660,2021-02-26
711,16,4,25410,10824,0,2021-02-26
712,16,5,1018,2374,100000,2021-02-26
713,17,1,27348,35,36000,2021-02-26
714,17,3,41383,7538,57330,2021-02-26
715,17,4,6446,0,0,2021-02-26
716,17,6,0,0,NULL,2021-02-26
717,18,1,2991,0,3700,2021-02-26
718,18,3,5239,48,3510,2021-02-26
719,19,1,354554,312,0,2021-02-26
720,19,3,445022,239116,0,2021-02-26
721,19,4,52043,9720,0,2021-02-26
722,20,1,15160,0,15160,2021-02-26
723,20,3,22873,10991,33864,2021-02-26
724,20,4,7133,1604,8737,2021-02-26
725,21,1,1375,0,2400,2021-02-26
726,21,3,4064,2806,7140,2021-02-26
727,21,4,55,619,0,2021-02-26
728,22,1,14490,5,14400,2021-02-26
729,22,3,1651,436,1170,2021-02-26
730,22,4,2379,536,0,2021-02-26
731,23,1,5152,5,NULL,2021-02-26
732,23,3,3717,3892,NULL,2021-02-26
733,23,4,32,17,NULL,2021-02-26
734,24,1,71749,0,216480,2021-02-26
735,24,3,120205,71773,208260,2021-02-26
736,24,4,10301,7702,0,2021-02-26
737,24,6,75,26,0,2021-02-26
738,25,6,59190,46418,113640,2021-02-26
739,26,1,182405,23,232800,2021-02-26
740,26,3,137917,236472,380250,2021-02-26
741,26,4,63172,5017,0,2021-02-26
742,27,1,38881,4,81600,2021-02-26
743,27,3,76571,25187,113490,2021-02-26
744,27,4,20961,5724,0,2021-02-26
745,28,1,56339,0,208000,2021-02-26
746,28,3,205423,4665,214110,2021-02-26
747,28,4,450,31067,0,2021-02-26
748,29,1,65192,26,86400,2021-02-26
749,29,3,70876,33172,126360,2021-02-26
750,29,4,9272,3758,58800,2021-02-26
751,30,1,10645,1,21600,2021-02-26
752,30,3,7796,11081,19890,2021-02-26
753,30,4,3756,410,0,2021-02-26
754,31,1,40342,0,60000,2021-02-26
755,31,3,8904,44588,51480,2021-02-26
756,31,4,586,1555,0,2021-02-26
757,0,1,73450,19,146400,2021-03-05
758,0,3,132442,25504,190710,2021-03-05
759,0,4,10506,3571,49200,2021-03-05
760,1,1,77355,6,60000,2021-03-05
761,1,3,57080,33436,117000,2021-03-05
762,1,4,6318,9301,63600,2021-03-05
763,2,1,30263,14,108000,2021-03-05
764,2,3,10079,7724,21060,2021-03-05
765,2,4,1545,623,0,2021-03-05
766,4,1,12042,0,21600,2021-03-05
767,4,3,5464,4035,10530,2021-03-05
768,4,4,2893,0,0,2021-03-05
769,5,1,56186,2,37800,2021-03-05
770,5,3,141043,29493,222300,2021-03-05
771,5,4,17885,7058,51100,2021-03-05
772,6,1,731505,220,960000,2021-03-05
773,6,3,569659,371666,1076400,2021-03-05
774,6,4,55641,19843,0,2021-03-05
775,7,1,17564,583,63840,2021-03-05
776,7,3,23877,48743,85410,2021-03-05
777,7,4,4974,5808,14580,2021-03-05
778,9,1,24158,7,33600,2021-03-05
779,9,3,17079,7981,14040,2021-03-05
780,9,4,3481,730,7200,2021-03-05
781,10,1,51797,0,172800,2021-03-05
782,10,3,88879,40765,125190,2021-03-05
783,10,4,10645,1,0,2021-03-05
784,11,1,293701,8,530700,2021-03-05
785,11,3,290548,267349,540540,2021-03-05
786,11,4,15611,40149,NULL,2021-03-05
787,13,1,43273,8,31200,2021-03-05
788,13,3,66720,633,133380,2021-03-05
789,13,4,10364,187,NULL,2021-03-05
790,13,6,0,0,NULL,2021-03-05
791,14,1,635185,42,1063200,2021-03-05
792,14,3,549131,236176,795600,2021-03-05
793,14,4,48135,46189,0,2021-03-05
794,14,6,0,0,NULL,2021-03-05
795,15,1,28789,119,64800,2021-03-05
796,15,3,12867,6727,23400,2021-03-05
797,15,4,3814,2076,24000,2021-03-05
798,15,6,277,140,NULL,2021-03-05
799,16,1,116348,19271,55200,2021-03-05
800,16,2,121374,884,0,2021-03-05
801,16,3,67558,52045,120510,2021-03-05
802,16,4,14561,525,0,2021-03-05
803,16,5,16380,15896,0,2021-03-05
804,17,1,32285,7,84000,2021-03-05
805,17,3,39139,11389,60840,2021-03-05
806,17,4,3739,9,0,2021-03-05
807,18,1,1250,0,1300,2021-03-05
808,18,3,3703,171,4680,2021-03-05
809,19,1,399768,449,NULL,2021-03-05
810,19,3,438992,328690,NULL,2021-03-05
811,19,4,55783,16789,NULL,2021-03-05
812,20,1,22051,4,22055,2021-03-05
813,20,3,19746,12649,32395,2021-03-05
814,20,4,1301,587,1888,2021-03-05
815,21,1,1273,4,12000,2021-03-05
816,21,3,9298,1149,7020,2021-03-05
817,21,4,321,300,3600,2021-03-05
818,22,1,12707,23,31200,2021-03-05
819,22,3,973,33,1170,2021-03-05
820,22,4,1190,57,0,2021-03-05
821,23,1,3169,7,NULL,2021-03-05
822,23,3,7468,4882,NULL,2021-03-05
823,23,4,6,6,NULL,2021-03-05
824,24,1,82899,35,95040,2021-03-05
825,24,3,84723,78196,218790,2021-03-05
826,24,4,18763,5500,0,2021-03-05
827,24,6,53,7,0,2021-03-05
828,25,6,51616,46090,123150,2021-03-05
829,26,1,116273,113,487200,2021-03-05
830,26,3,212111,158241,387270,2021-03-05
831,26,4,31470,12064,0,2021-03-05
832,27,1,50499,6,163200,2021-03-05
833,27,3,49938,54542,119340,2021-03-05
834,27,4,2380,1464,0,2021-03-05
835,28,1,44106,0,103200,2021-03-05
836,28,3,227599,34918,224640,2021-03-05
837,28,4,760,26029,106800,2021-03-05
838,29,1,67377,75,128800,2021-03-05
839,29,3,89662,28229,132210,2021-03-05
840,29,4,13146,9336,0,2021-03-05
841,30,1,26510,18,14400,2021-03-05
842,30,3,2796,18386,19890,2021-03-05
843,30,4,422,2425,12000,2021-03-05
844,31,1,39707,0,0,2021-03-05
845,31,3,24541,32966,150930,2021-03-05
846,31,4,419,3925,30000,2021-03-05
847,0,1,68379,32,19200,2021-03-12
848,0,3,84154,39831,93600,2021-03-12
849,0,4,25748,3589,49200,2021-03-12
850,1,1,137115,131,NULL,2021-03-12
851,1,3,41024,47167,NULL,2021-03-12
852,1,4,19781,763,NULL,2021-03-12
853,2,1,4820,0,16800,2021-03-12
854,2,3,11006,10267,21060,2021-03-12
855,2,4,1393,2540,33600,2021-03-12
856,4,1,890,0,9600,2021-03-12
857,4,3,2553,4223,10530,2021-03-12
858,4,4,0,109,0,2021-03-12
859,5,1,44826,147,32300,2021-03-12
860,5,3,119151,50804,124020,2021-03-12
861,5,4,29285,7299,7700,2021-03-12
862,6,1,217779,145,364800,2021-03-12
863,6,3,658566,421593,1076400,2021-03-12
864,6,4,69874,22738,432000,2021-03-12
865,7,1,67,0,0,2021-03-12
866,7,3,39095,56038,87750,2021-03-12
867,7,4,11102,1206,0,2021-03-12
868,9,1,15730,3,2400,2021-03-12
869,9,3,14981,4084,14040,2021-03-12
870,9,4,2534,264,0,2021-03-12
871,10,1,37474,0,24000,2021-03-12
872,10,3,61522,37664,125190,2021-03-12
873,10,4,176,14155,0,2021-03-12
874,11,1,34321,25,226900,2021-03-12
875,11,3,144135,391801,539370,2021-03-12
876,11,4,54913,21475,262800,2021-03-12
877,13,1,42967,80,14400,2021-03-12
878,13,3,76987,996,NULL,2021-03-12
879,13,4,3349,3,31200,2021-03-12
880,13,6,0,0,NULL,2021-03-12
881,14,1,186493,48,146800,2021-03-12
882,14,3,689636,160562,795600,2021-03-12
883,14,4,129957,22570,0,2021-03-12
884,14,6,0,0,NULL,2021-03-12
885,15,1,17686,160,7200,2021-03-12
886,15,3,17392,7397,23400,2021-03-12
887,15,4,9460,3257,NULL,2021-03-12
888,15,6,359,173,NULL,2021-03-12
889,16,1,36286,22135,0,2021-03-12
890,16,2,12194,202,0,2021-03-12
891,16,3,109267,53076,120510,2021-03-12
892,16,4,1332,3289,0,2021-03-12
893,16,5,86580,1175,250280,2021-03-12
894,17,1,3189,13,9600,2021-03-12
895,17,3,37122,18026,59670,2021-03-12
896,17,4,689,1239,27600,2021-03-12
897,18,1,0,0,1800,2021-03-12
898,18,3,3758,1239,4680,2021-03-12
899,18,4,6,936,1200,2021-03-12
900,19,1,151958,181,NULL,2021-03-12
901,19,3,407764,449810,NULL,2021-03-12
902,19,4,47301,29611,NULL,2021-03-12
903,20,1,8871,9,8880,2021-03-12
904,20,3,5413,12260,17673,2021-03-12
905,20,4,209,206,415,2021-03-12
906,21,1,1017,2,2400,2021-03-12
907,21,3,10342,2286,7020,2021-03-12
908,21,4,1543,11,0,2021-03-12
909,22,1,4217,3,2400,2021-03-12
910,22,3,48,126,1170,2021-03-12
911,22,4,276,709,16800,2021-03-12
912,23,1,6340,0,NULL,2021-03-12
913,23,3,6025,5559,NULL,2021-03-12
914,23,4,1337,173,NULL,2021-03-12
915,24,1,0,0,44880,2021-03-12
916,24,3,80139,112017,218790,2021-03-12
917,24,4,14376,750,96000,2021-03-12
918,24,6,69,55,0,2021-03-12
919,25,6,56525,4962,73950,2021-03-12
920,26,1,57602,54,64800,2021-03-12
921,26,3,235148,144896,387270,2021-03-12
922,26,4,16516,28979,210000,2021-03-12
923,27,1,22688,2,24000,2021-03-12
924,27,3,39296,98902,119340,2021-03-12
925,27,4,17373,8777,57600,2021-03-12
926,28,1,51386,0,43200,2021-03-12
927,28,3,218623,42625,224640,2021-03-12
928,28,4,29225,19120,0,2021-03-12
929,29,1,11038,13,52800,2021-03-12
930,29,3,81202,39295,132210,2021-03-12
931,29,4,14973,10533,54000,2021-03-12
932,30,1,3256,62,4800,2021-03-12
933,30,3,1993,18992,19890,2021-03-12
934,30,4,5125,495,0,2021-03-12
935,31,1,35828,65,0,2021-03-12
936,31,3,59233,12671,0,2021-03-12
937,31,4,1181,8769,0,2021-03-12
938,0,1,8211,1,0,2021-03-19
939,0,3,2239,1825,0,2021-03-19
940,0,4,1813,7,0,2021-03-19
941,1,1,9820,2,NULL,2021-03-19
942,1,3,3416,1354,NULL,2021-03-19
943,1,4,1026,94,NULL,2021-03-19
944,2,1,0,0,0,2021-03-19
945,2,3,0,0,30420,2021-03-19
946,2,4,0,0,0,2021-03-19
947,2,6,22055,15436,0,2021-03-19
948,13,1,38,0,NULL,2021-03-19
949,13,3,7659,57,NULL,2021-03-19
950,13,4,365,0,NULL,2021-03-19
951,15,1,2409,46,NULL,2021-03-19
952,15,3,575,506,32760,2021-03-19
953,15,4,777,189,NULL,2021-03-19
954,15,6,23,29,NULL,2021-03-19
955,17,1,5144,0,NULL,2021-03-19
956,17,3,1968,1844,NULL,2021-03-19
957,17,4,84,381,NULL,2021-03-19
958,21,1,740,0,0,2021-03-19
959,21,3,275,252,9360,2021-03-19
960,21,4,10,2,0,2021-03-19
961,26,1,57930,95,0,2021-03-19
962,26,3,35471,7066,507780,2021-03-19
963,26,4,2991,11247,0,2021-03-19
964,31,1,4347,0,0,2021-03-19
965,31,3,11782,2162,0,2021-03-19
966,31,4,1400,872,0,2021-03-19
